"","dates","titles","push","id","topic","theme","score","score2"
"2779",2017-12-08,"[新聞] 政院登報宣傳一例一休修法被酸　徐國勇：",-29,"M.1512664100.A.2F8","勞基法修法","政治",0.1,0.1
"2780",2017-12-08,"Re: [新聞] 賴清德特別感謝蔡英文 預告勞基法還有下",-1,"M.1512664598.A.F62","勞基法修法","政治",0.1,0.1
"2781",2017-12-08,"Re: [問卦]發錢1萬P 怎做才能阻止勞基法通過? 幫高調!",-1,"M.1512669063.A.8C5","勞基法修法","政治",0.1,0.1
"2782",2017-12-08,"Re: [問卦]發錢1萬P 怎做才能阻止勞基法通過? 幫高調!",2,"M.1512670943.A.C5D","勞基法修法","政治",0.5,0.5
"2783",2017-12-08,"[問卦] 勞基法通過",-2,"M.1512676694.A.264","勞基法修法","政治",0.1,0.1
"2784",2017-12-08,"[新聞] 不符時代 賴要全面翻修勞基法",-33,"M.1512688610.A.C70","勞基法修法","政治",0.1,0.1
"2785",2017-12-08,"Re: [新聞] 不符時代 賴要全面翻修勞基法",-5,"M.1512689780.A.B5E","勞基法修法","政治",0.1,0.1
"2786",2017-12-08,"[新聞] 反勞基法修惡 勞團: 12 /23民進黨中央不",158,"M.1512689867.A.10C","勞基法修法","政治",2,1.5
"2787",2017-12-08,"[新聞] 與年輕黨工談勞基法 蔡英文自認很左派",-28,"M.1512690395.A.F69","勞基法修法","政治",0.1,0.1
"2788",2017-12-08,"Re: [新聞] 不符時代 賴要全面翻修勞基法",0,"M.1512690540.A.783","勞基法修法","政治",0.1,0.1
"2789",2017-12-08,"Re: [新聞] 不符時代 賴要全面翻修勞基法",-1,"M.1512691961.A.034","勞基法修法","政治",0.1,0.1
"2790",2017-12-08,"Re: [新聞] 反勞基法修惡 勞團: 12 /23民進黨中央不",5,"M.1512693918.A.E9D","勞基法修法","政治",0.5,0.5
"2791",2017-12-08,"[新聞] 勞基法廣告惹議 呂秋遠開釋狠打臉",21,"M.1512694685.A.32B","勞基法修法","政治",0.5,0.5
"2792",2017-12-08,"Re: [新聞] 不符時代 賴要全面翻修勞基法",2,"M.1512694776.A.43B","勞基法修法","政治",0.5,0.5
"2793",2017-12-08,"Re: [新聞] 與年輕黨工談勞基法 蔡英文自認很左派",3,"M.1512695499.A.D2A","勞基法修法","政治",0.5,0.5
"2794",2017-12-08,"[新聞] 賴揆推《勞基法》二修 綠委趙天麟：需無",-41,"M.1512703058.A.15A","勞基法修法","政治",0.1,0.1
"2795",2017-12-08,"Re: [新聞] 賴揆推《勞基法》二修 綠委趙天麟：需無",0,"M.1512703462.A.1F5","勞基法修法","政治",0.1,0.1
"2796",2017-12-08,"[新聞] 勞基法修法 呂秀蓮：不是強行通過後再",12,"M.1512704556.A.1FA","勞基法修法","政治",0.5,0.5
"2797",2017-12-08,"[問卦] 修勞基法對政府的好處是什麼？",3,"M.1512704949.A.5DE","勞基法修法","政治",0.5,0.5
"2798",2017-12-08,"Re: [問卦] 修勞基法對政府的好處是什麼？",9,"M.1512705481.A.C91","勞基法修法","政治",0.5,0.5
"2799",2017-12-08,"[新聞] 勞基法修法被青年罵翻 民進黨要啟動世代",-130,"M.1512705690.A.32B","勞基法修法","政治",0.1,0.1
"2800",2017-12-08,"Re: [新聞] 勞基法修法被青年罵翻 民進黨要啟動世代",-3,"M.1512707493.A.EBB","勞基法修法","政治",0.1,0.1
"2801",2017-12-08,"Re: [新聞] 勞基法修法被青年罵翻 民進黨要啟動世代",6,"M.1512707928.A.F4E","勞基法修法","政治",0.5,0.5
"2802",2017-12-08,"[新聞] 勞基法與年輕黨工座談 蔡英文：我是很",-13,"M.1512708984.A.DDF","勞基法修法","政治",0.1,0.1
"2803",2017-12-08,"[新聞] 勞動部：勞資會議是溝通平台",-25,"M.1512710634.A.9BA","勞基法修法","政治",0.1,0.1
"2804",2017-12-08,"[新聞] 勞基法修法 呂秀蓮：不是強行通過後再來",2,"M.1512714797.A.049","勞基法修法","政治",0.5,0.5
"2805",2017-12-08,"[問卦] 有沒有勞動部廣告很爛的卦",1,"M.1512714831.A.E95","勞基法修法","政治",0.5,0.5
"2806",2017-12-08,"[問卦] 勞基法後大眾運輸工具還能搭嗎?",1,"M.1512718065.A.11C","勞基法修法","政治",0.5,0.5
"2807",2017-12-08,"[新聞] 勞動部：勞資會議是溝通平台",-25,"M.1512718101.A.F9C","勞基法修法","政治",0.1,0.1
"2808",2017-12-08,"[新聞] 勞基法再修？企業界促設「服務業專章」",-4,"M.1512718343.A.66D","勞基法修法","政治",0.1,0.1
"2809",2017-12-08,"Re: [新聞] 勞基法再修？企業界促設「服務業專章」",3,"M.1512720242.A.708","勞基法修法","政治",0.5,0.5
"2810",2017-12-08,"[新聞] 賴清德稱再修勞基法是長期非現在",-81,"M.1512721684.A.124","勞基法修法","政治",0.1,0.1
"2811",2017-12-08,"[問卦] 用新版勞基法當子瑜的秘書，你願意嗎？",-3,"M.1512725375.A.0BA","勞基法修法","政治",0.1,0.1
"2812",2017-12-08,"Re: [新聞] 勞基法修法被青年罵翻 民進黨要啟動世代",4,"M.1512726183.A.CD4","勞基法修法","政治",0.5,0.5
"2813",2017-12-08,"Re: [新聞] 勞基法修法被青年罵翻 民進黨要啟動世代",1,"M.1512726600.A.2A8","勞基法修法","政治",0.5,0.5
"2814",2017-12-08,"[新聞] 為勞基法與年輕黨工座談 蔡英文：我是很",0,"M.1512732359.A.DE3","勞基法修法","政治",0.1,0.1
"2815",2017-12-08,"[新聞] 勞基法太落伍 勞動部：著手盤點不合時宜",7,"M.1512732837.A.75B","勞基法修法","政治",0.5,0.5
"2816",2017-12-08,"[問卦] 勞基法再修，會再漲價一次嗎?",4,"M.1512733322.A.113","勞基法修法","政治",0.5,0.5
"2817",2017-12-08,"[新聞] 應符合時代需求 賴：勞基法要再大修",-22,"M.1512738414.A.752","勞基法修法","政治",0.1,0.1
"2818",2017-12-08,"[新聞] 賴揆催生下世代勞基法修法",-9,"M.1512738615.A.46A","勞基法修法","政治",0.1,0.1
"2819",2017-12-08,"Re: [新聞] 賴揆催生下世代勞基法修法",6,"M.1512741272.A.E1A","勞基法修法","政治",0.5,0.5
"2820",2017-12-09,"[ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",297,"M.1512750405.A.E7B","勞基法修法","政治",3,2
"2821",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",0,"M.1512752383.A.412","勞基法修法","政治",0.1,0.1
"2822",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",0,"M.1512753454.A.972","勞基法修法","政治",0.1,0.1
"2823",2017-12-09,"[新聞] 勞基法還要再修？ 徐國勇：賴揆說的是長",-4,"M.1512770702.A.14A","勞基法修法","政治",0.1,0.1
"2824",2017-12-09,"[新聞] 避免勞資會議造假 勞部增加4次會議紀錄",-79,"M.1512776448.A.841","勞基法修法","政治",0.1,0.1
"2825",2017-12-09,"Re: [新聞] 避免勞資會議造假 勞部增加4次會議紀錄",6,"M.1512777915.A.C53","勞基法修法","政治",0.5,0.5
"2826",2017-12-09,"[新聞] 勞資會議改革－林伯豐：政府沒事做？",-22,"M.1512778307.A.E01","勞基法修法","政治",0.1,0.1
"2827",2017-12-09,"Re: [新聞] 應符合時代需求 賴：勞基法要再大修",2,"M.1512778414.A.111","勞基法修法","政治",0.5,0.5
"2828",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",1,"M.1512778985.A.011","勞基法修法","政治",0.5,0.5
"2829",2017-12-09,"Re: [新聞] 避免勞資會議造假 勞部增加4次會議紀錄",4,"M.1512779003.A.BE8","勞基法修法","政治",0.5,0.5
"2830",2017-12-09,"Re: [新聞] 避免勞資會議造假 勞部增加4次會議紀錄",0,"M.1512779530.A.B97","勞基法修法","政治",0.1,0.1
"2831",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",1,"M.1512779826.A.6CF","勞基法修法","政治",0.5,0.5
"2832",2017-12-09,"[新聞] 拒絕修惡勞基法 周日南部勞工上街頭",3,"M.1512779833.A.528","勞基法修法","政治",0.5,0.5
"2833",2017-12-09,"Re: [新聞] 應符合時代需求 賴：勞基法要再大修",4,"M.1512780082.A.DE0","勞基法修法","政治",0.5,0.5
"2834",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",0,"M.1512780436.A.ABB","勞基法修法","政治",0.1,0.1
"2835",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",4,"M.1512780988.A.18E","勞基法修法","政治",0.5,0.5
"2836",2017-12-09,"[新聞] 2017年好「茫」 勞工界：勞基法修惡感覺",17,"M.1512784437.A.5ED","勞基法修法","政治",0.5,0.5
"2837",2017-12-09,"Re: [新聞] 勞動部淪「資」動部？立委提禁止「薪資1",4,"M.1512787068.A.173","勞基法修法","政治",0.5,0.5
"2838",2017-12-09,"Re: [新聞] 2017年好「茫」 勞工界：勞基法修惡感覺",-1,"M.1512787393.A.4AE","勞基法修法","政治",0.1,0.1
"2839",2017-12-09,"[新聞] 勞動部：勞資會議是溝通平台",-40,"M.1512788498.A.11B","勞基法修法","政治",0.1,0.1
"2840",2017-12-09,"Re: [新聞] 勞動部淪「資」動部？立委提禁止「薪資1",-5,"M.1512788521.A.5BE","勞基法修法","政治",0.1,0.1
"2841",2017-12-09,"[新聞] 反過勞竟遭解僱 工會痛批華航藐視勞動部",-2,"M.1512789448.A.09E","勞基法修法","政治",0.1,0.1
"2842",2017-12-09,"Re: [新聞] 勞動部：勞資會議是溝通平台",-2,"M.1512789484.A.0CF","勞基法修法","政治",0.1,0.1
"2843",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",0,"M.1512789912.A.3CA","勞基法修法","政治",0.1,0.1
"2844",2017-12-09,"[新聞] 勞動部：勞工本身有最終決定權",-56,"M.1512790026.A.17E","勞基法修法","政治",0.1,0.1
"2845",2017-12-09,"[問卦] 如果今天是大奶女神雅典娜修勞基法",0,"M.1512790067.A.E67","勞基法修法","政治",0.1,0.1
"2846",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",-2,"M.1512790441.A.8A0","勞基法修法","政治",0.1,0.1
"2847",2017-12-09,"[新聞] 避免勞資會議開假的 勞部擬增加檢附紀錄",-9,"M.1512790787.A.FDE","勞基法修法","政治",0.1,0.1
"2848",2017-12-09,"Re: [新聞] 勞資會議改革－林伯豐：政府沒事做？",4,"M.1512790981.A.5CB","勞基法修法","政治",0.5,0.5
"2849",2017-12-09,"[問卦] 版上有人開過勞資會議嗎？",19,"M.1512791187.A.D48","勞基法修法","政治",0.5,0.5
"2850",2017-12-09,"Re: [問卦] 版上有人開過勞資會議嗎？",0,"M.1512791654.A.F05","勞基法修法","政治",0.1,0.1
"2851",2017-12-09,"[問卦] 勞基法有列入國民教育的課程嗎",4,"M.1512792433.A.D2E","勞基法修法","政治",0.5,0.5
"2852",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",9,"M.1512792495.A.11E","勞基法修法","政治",0.5,0.5
"2853",2017-12-09,"Re: [問卦] 版上有人開過勞資會議嗎？",5,"M.1512792926.A.485","勞基法修法","政治",0.5,0.5
"2854",2017-12-09,"Re: [新聞] 勞動部：勞工本身有最終決定權",0,"M.1512793936.A.49B","勞基法修法","政治",0.1,0.1
"2855",2017-12-09,"Re: [問卦] 勞基法有列入國民教育的課程嗎",1,"M.1512794417.A.648","勞基法修法","政治",0.5,0.5
"2856",2017-12-09,"Re: [ＦＢ] 林淑芬:不聽資方的就解僱 談啥勞資會議",2,"M.1512794612.A.4E9","勞基法修法","政治",0.5,0.5
"2857",2017-12-09,"Re: [新聞] 勞動部：勞工本身有最終決定權",-1,"M.1512796036.A.5DE","勞基法修法","政治",0.1,0.1
"2858",2017-12-09,"Re: [新聞] 勞動部：勞工本身有最終決定權",10,"M.1512797019.A.D89","勞基法修法","政治",0.5,0.5
"2859",2017-12-09,"[新聞] 把關職安！ 勞動部明年推行職安卡",-28,"M.1512808352.A.72D","勞基法修法","政治",0.1,0.1
"2860",2017-12-09,"Re: [新聞] 把關職安！ 勞動部明年推行職安卡",2,"M.1512809000.A.D8D","勞基法修法","政治",0.5,0.5
"2861",2017-12-09,"Re: [新聞] 勞資會議改革－林伯豐：政府沒事做？",-1,"M.1512813947.A.933","勞基法修法","政治",0.1,0.1
"2862",2017-12-09,"[ＦＢ] 高雄市產業總工會-明天拒修惡勞基法遊行",298,"M.1512816291.A.6A3","勞基法修法","政治",3,2
"2863",2017-12-09,"[新聞] 玩命上工！為何反修勞基法？工人用血汗經",8,"M.1512823377.A.E06","勞基法修法","政治",0.5,0.5
"2864",2017-12-09,"Re: [新聞] 勞資會議改革－林伯豐：政府沒事做？",9,"M.1512824354.A.852","勞基法修法","政治",0.5,0.5
"2865",2017-12-09,"[問卦] 如果鳴人成為鬼之國的勞動部長會是怎樣？",6,"M.1512824453.A.821","勞基法修法","政治",0.5,0.5
"2866",2017-12-09,"[新聞] 勞資會議怎麼開...政府有SOP",-5,"M.1512825759.A.F90","勞基法修法","政治",0.1,0.1
"2867",2017-12-10,"[問卦] 有沒有反修勞基法的人都是跟風的八卦",-42,"M.1512873196.A.53D","勞基法修法","政治",0.1,0.1
"2868",2017-12-10,"Re: [問卦] 有沒有反修勞基法的人都是跟風的八卦",2,"M.1512873718.A.C9B","勞基法修法","政治",0.5,0.5
"2869",2017-12-10,"[問卦] 很多勞工對修勞基法無感因工作優於基準",34,"M.1512874309.A.F0E","勞基法修法","政治",0.5,0.5
"2870",2017-12-10,"Re: [問卦] 有沒有反修勞基法的人都是跟風的八卦",1,"M.1512875008.A.3AF","勞基法修法","政治",0.5,0.5
"2871",2017-12-10,"Re: [問卦] 很多勞工對修勞基法無感因工作優於基準",5,"M.1512875035.A.0A0","勞基法修法","政治",0.5,0.5
"2872",2017-12-10,"Re: [問卦] 有沒有反修勞基法的人都是跟風的八卦",-3,"M.1512875759.A.694","勞基法修法","政治",0.1,0.1
"2873",2017-12-10,"Re: [問卦] 很多勞工對修勞基法無感因工作優於基準",3,"M.1512875828.A.29F","勞基法修法","政治",0.5,0.5
"2874",2017-12-10,"Re: [問卦] 很多勞工對修勞基法無感因工作優於基準",-6,"M.1512876254.A.304","勞基法修法","政治",0.1,0.1
"2875",2017-12-10,"Re: [問卦] 很多勞工對修勞基法無感因工作優於基準",8,"M.1512876560.A.7A2","勞基法修法","政治",0.5,0.5
"2876",2017-12-10,"Re: [問卦] 有沒有反修勞基法的人都是跟風的八卦",0,"M.1512878821.A.9D1","勞基法修法","政治",0.1,0.1
"2877",2017-12-10,"Re: [問卦] 有沒有反修勞基法的人都是跟風的八卦",10,"M.1512883158.A.C45","勞基法修法","政治",0.5,0.5
"2878",2017-12-10,"Re: [問卦] 很多勞工對修勞基法無感因工作優於基準",-1,"M.1512883483.A.C89","勞基法修法","政治",0.1,0.1
"2879",2017-12-10,"Re: [ＦＢ] 市產總-明天拒修惡勞基法大遊行 (發錢)",7,"M.1512884856.A.544","勞基法修法","政治",0.5,0.5
"2880",2017-12-10,"Re: [ＦＢ] 市產總-明天拒修惡勞基法大遊行 (發錢)",5,"M.1512885971.A.569","勞基法修法","政治",0.5,0.5
"2881",2017-12-10,"Re: [ＦＢ] 1223反勞基法改惡大遊行時間地點確定了!",4,"M.1512885985.A.ED6","勞基法修法","政治",0.5,0.5
"2882",2017-12-10,"Re: [ＦＢ] 市產總-明天拒修惡勞基法大遊行 (發錢)",6,"M.1512886651.A.081","勞基法修法","政治",0.5,0.5
"2883",2017-12-10,"[問卦] 勞基法有個想法，幫我評估！",5,"M.1512886677.A.E32","勞基法修法","政治",0.5,0.5
"2884",2017-12-10,"[新聞] 反勞基法修惡　高雄3萬人上街",72,"M.1512890633.A.7E0","勞基法修法","政治",1,1
"2885",2017-12-10,"Re: [問卦] 勞基法有個想法，幫我評估！",4,"M.1512895870.A.1CE","勞基法修法","政治",0.5,0.5
"2886",2017-12-10,"[新聞] 反勞基法修法 3千勞工上街喊「功德個屁」",5,"M.1512897689.A.D5D","勞基法修法","政治",0.5,0.5
"2887",2017-12-10,"[新聞] 退回勞基法！萬名勞工下午將包圍政院南辦",5,"M.1512901011.A.D81","勞基法修法","政治",0.5,0.5
"2888",2017-12-10,"Re: [問卦] 有沒有反修勞基法的人都是跟風的八卦",2,"M.1512901651.A.86A","勞基法修法","政治",0.5,0.5
"2889",2017-12-10,"[新聞] 反勞基法修法　3千勞工上街喊「功德個屁",14,"M.1512901914.A.65E","勞基法修法","政治",0.5,0.5
"2890",2017-12-10,"Re: [新聞] 反勞基法修法　3千勞工上街喊「功德個屁",-2,"M.1512903016.A.86E","勞基法修法","政治",0.1,0.1
"2891",2017-12-10,"Re: [新聞] 反勞基法修法　3千勞工上街喊「功德個屁",1,"M.1512905131.A.77E","勞基法修法","政治",0.5,0.5
"2892",2017-12-10,"Re: [新聞] 反勞基法修法　3千勞工上街喊「功德個屁",-1,"M.1512905434.A.F4C","勞基法修法","政治",0.1,0.1
"2893",2017-12-10,"Re: [新聞] 反勞基法修法　3千勞工上街喊「功德個屁",1,"M.1512905782.A.713","勞基法修法","政治",0.5,0.5
"2894",2017-12-10,"Re: [新聞] 反勞基法修法　3千勞工上街喊「功德個屁",0,"M.1512906777.A.547","勞基法修法","政治",0.1,0.1
"2895",2017-12-10,"Re: [新聞] 反勞基法修法　3千勞工上街喊「功德個屁",9,"M.1512907512.A.8F6","勞基法修法","政治",0.5,0.5
"2896",2017-12-10,"[新聞] 抗議修勞基法 高雄勞工丟水球、搖拒馬抗",3,"M.1512908558.A.FDD","勞基法修法","政治",0.5,0.5
"2897",2017-12-10,"[新聞] 高雄反勞基法大遊行 陳為廷酸：連鐵票區",5,"M.1512919869.A.459","勞基法修法","政治",0.5,0.5
"2898",2017-12-10,"[問卦] 支持修勞基法的都喜歡說別人不努力",4,"M.1512920041.A.621","勞基法修法","政治",0.5,0.5
"2899",2017-12-11,"[新聞] 拒勞基法修惡 高雄3萬勞工大遊行",7,"M.1512951805.A.4E0","勞基法修法","政治",0.5,0.5
"2900",2017-12-11,"Re: [新聞] 拒勞基法修惡 高雄3萬勞工大遊行",1,"M.1512956580.A.141","勞基法修法","政治",0.5,0.5
"2901",2017-12-11,"[新聞] 許毓仁酸：90秒通過勞基法初審 同婚法案",10,"M.1512959878.A.56D","勞基法修法","政治",0.5,0.5
"2902",2017-12-11,"[問卦] 這次勞基法修法是否能和22k互為經典？",-2,"M.1512963272.A.763","勞基法修法","政治",0.1,0.1
"2903",2017-12-11,"[新聞] 《公投法》明將三讀 藍委：《勞基法》將",9,"M.1512981196.A.669","勞基法修法","政治",0.5,0.5
"2904",2017-12-11,"[新聞] 華航不甩不當勞裁  勞動部：建議再提裁決",-13,"M.1512982113.A.E6A","勞基法修法","政治",0.1,0.1
"2905",2017-12-11,"Re: [新聞] 華航不甩不當勞裁  勞動部：建議再提裁決",1,"M.1512984941.A.750","勞基法修法","政治",0.5,0.5
"2906",2017-12-11,"[新聞] 高雄勞工大遊行 3萬人上街頭反修勞基法",3,"M.1512993648.A.51B","勞基法修法","政治",0.5,0.5
"2907",2017-12-11,"[新聞] 過勞的人是自己有病？勞動部就是狂　職災",-12,"M.1512993870.A.34E","勞基法修法","政治",0.1,0.1
"2908",2017-12-11,"Re: [新聞] 賴揆：一例一休須立即修法 台灣需要先進",1,"M.1512994237.A.2E8","勞基法修法","政治",0.5,0.5
"2909",2017-12-11,"Re: [新聞] 反勞基法修法 勞團高雄抗議",0,"M.1512995625.A.7A7","勞基法修法","政治",0.1,0.1
"2910",2017-12-11,"Re: [新聞] 拒勞基法修惡 高雄3萬勞工大遊行",2,"M.1513002738.A.4E9","勞基法修法","政治",0.5,0.5
"2911",2017-12-12,"[新聞] 鄉民神比喻勞基法是「軟木塞」社會的真相",7,"M.1513029990.A.161","勞基法修法","政治",0.5,0.5
"2912",2017-12-12,"[新聞] 華航工會幹部遭懲處 勞動部：華航違法",175,"M.1513044296.A.4F8","勞基法修法","政治",2,1.5
"2913",2017-12-12,"[問卦] 勞動部的廣告是不是有事",10,"M.1513048096.A.FBD","勞基法修法","政治",0.5,0.5
"2914",2017-12-12,"[新聞] 台南3萬6千家公司 僅1成7有成立勞資會議",-8,"M.1513051881.A.105","勞基法修法","政治",0.1,0.1
"2915",2017-12-12,"Re: [新聞] 華航工會幹部遭懲處 勞動部：華航違法",5,"M.1513055216.A.08A","勞基法修法","政治",0.5,0.5
"2916",2017-12-12,"[問卦] 用公投來修勞基法可行嗎?",0,"M.1513056783.A.B61","勞基法修法","政治",0.1,0.1
"2917",2017-12-12,"Re: [新聞] 華航工會幹部遭懲處 勞動部：華航違法",0,"M.1513056872.A.AEA","勞基法修法","政治",0.1,0.1
"2918",2017-12-12,"[ＦＢ] 民進黨議員候選人黃守達對勞基法表態拉",-58,"M.1513057166.A.428","勞基法修法","政治",0.1,0.1
"2919",2017-12-12,"Re: [ＦＢ] 民進黨議員候選人黃守達對勞基法表態拉",0,"M.1513060657.A.A10","勞基法修法","政治",0.1,0.1
"2920",2017-12-12,"Re: [新聞] 辯論勞基法休息時數 賴清德吐槽、林淑芬",1,"M.1513061346.A.06E","勞基法修法","政治",0.5,0.5
"2921",2017-12-12,"Re: [新聞] 辯論勞基法休息時數 賴清德吐槽、林淑芬",1,"M.1513062939.A.621","勞基法修法","政治",0.5,0.5
"2922",2017-12-12,"[問卦] 蜀國有勞基法諸葛亮還會斬馬雲嗎？",2,"M.1513066460.A.35D","勞基法修法","政治",0.5,0.5
"2923",2017-12-12,"[新聞] 拒勞基法修惡 高雄3萬勞工大遊行",3,"M.1513077120.A.040","勞基法修法","政治",0.5,0.5
"2924",2017-12-12,"[新聞] 去超商工作需政府領航？ 勞動部廣告讓網",5,"M.1513087376.A.300","勞基法修法","政治",0.5,0.5
"2925",2017-12-12,"[問卦] 所以勞基法到底要改啥???",3,"M.1513090431.A.884","勞基法修法","政治",0.5,0.5
"2926",2017-12-12,"Re: [ＦＢ] 民進黨議員候選人黃守達對勞基法表態拉",0,"M.1513091746.A.0B6","勞基法修法","政治",0.1,0.1
"2927",2017-12-12,"Re: [ＦＢ] 民進黨議員候選人黃守達對勞基法表態拉",0,"M.1513092674.A.3C0","勞基法修法","政治",0.1,0.1
"2928",2017-12-13,"Re: [爆卦] 勞基法戰神陳政亮下週清大開講！",2,"M.1513094415.A.CE3","勞基法修法","政治",0.5,0.5
"2929",2017-12-13,"[問卦] 既然公投法通過了，可以用在勞基法上嗎？",5,"M.1513099529.A.BB4","勞基法修法","政治",0.5,0.5
"2930",2017-12-13,"[爆卦] 勞基法突襲",690,"M.1513129285.A.7A2","勞基法修法","政治",6,3.5
"2931",2017-12-13,"Re: [爆卦] 勞基法突襲",38,"M.1513129783.A.A12","勞基法修法","政治",0.5,0.5
"2932",2017-12-13,"Re: [爆卦] 勞基法突襲",8,"M.1513130120.A.DD1","勞基法修法","政治",0.5,0.5
"2933",2017-12-13,"Re: [爆卦] 勞基法突襲",13,"M.1513130266.A.159","勞基法修法","政治",0.5,0.5
"2934",2017-12-13,"Re: [爆卦] 勞基法突襲",1,"M.1513130478.A.6FC","勞基法修法","政治",0.5,0.5
"2935",2017-12-13,"Re: [爆卦] 勞基法突襲",1,"M.1513130525.A.155","勞基法修法","政治",0.5,0.5
"2936",2017-12-13,"Re: [爆卦] 勞基法突襲",1,"M.1513130628.A.ECD","勞基法修法","政治",0.5,0.5
"2937",2017-12-13,"Re: [爆卦] 勞基法突襲",3,"M.1513130631.A.FAB","勞基法修法","政治",0.5,0.5
"2938",2017-12-13,"Re: [爆卦] 勞基法突襲",15,"M.1513130758.A.6B6","勞基法修法","政治",0.5,0.5
"2939",2017-12-13,"Re: [爆卦] 勞基法突襲",-1,"M.1513130854.A.523","勞基法修法","政治",0.1,0.1
"2940",2017-12-13,"[新聞] 在野黨突襲表決 《勞基法》修正案審查不",215,"M.1513131234.A.464","勞基法修法","政治",3,2
"2941",2017-12-13,"Re: [爆卦] 勞基法突襲",53,"M.1513131452.A.90A","勞基法修法","政治",1,1
"2942",2017-12-13,"Re: [爆卦] 勞基法突襲",4,"M.1513131800.A.A83","勞基法修法","政治",0.5,0.5
"2943",2017-12-13,"Re: [新聞] 在野黨突襲表決 《勞基法》修正案審查不",17,"M.1513131812.A.A98","勞基法修法","政治",0.5,0.5
"2944",2017-12-13,"Re: [爆卦] 勞基法突襲",1,"M.1513132423.A.64F","勞基法修法","政治",0.5,0.5
"2945",2017-12-13,"Re: [爆卦] 勞基法突襲",2,"M.1513132967.A.AE3","勞基法修法","政治",0.5,0.5
"2946",2017-12-13,"Re: [爆卦] 勞基法突襲",3,"M.1513133173.A.7CE","勞基法修法","政治",0.5,0.5
"2947",2017-12-13,"Re: [爆卦] 勞基法突襲",23,"M.1513133283.A.682","勞基法修法","政治",0.5,0.5
"2948",2017-12-13,"[新聞] 在野黨表決勞基法「審查無效」 民進黨人",-25,"M.1513133412.A.165","勞基法修法","政治",0.1,0.1
"2949",2017-12-13,"Re: [爆卦] 勞基法突襲",-21,"M.1513133464.A.F84","勞基法修法","政治",0.1,0.1
"2950",2017-12-13,"Re: [爆卦] 勞基法突襲",-1,"M.1513134089.A.69E","勞基法修法","政治",0.1,0.1
"2951",2017-12-13,"Re: [新聞] 在野黨突襲表決 《勞基法》修正案審查不",-1,"M.1513134611.A.049","勞基法修法","政治",0.1,0.1
"2952",2017-12-13,"[新聞] 突襲表決《勞基法》修正案無效　民進黨「烙人」成功擋下",22,"M.1513134818.A.9FC","勞基法修法","政治",0.5,0.5
"2953",2017-12-13,"Re: [爆卦] 勞基法突襲",-4,"M.1513136934.A.64A","勞基法修法","政治",0.1,0.1
"2954",2017-12-13,"Re: [新聞] 在野黨突襲表決 《勞基法》修正案審查不",2,"M.1513138625.A.993","勞基法修法","政治",0.5,0.5
"2955",2017-12-13,"Re: [新聞] 在野黨突襲表決 《勞基法》修正案審查不",2,"M.1513140147.A.36E","勞基法修法","政治",0.5,0.5
"2956",2017-12-13,"Re: [新聞] 在野黨突襲表決 《勞基法》修正案審查不",2,"M.1513140616.A.C6E","勞基法修法","政治",0.5,0.5
"2957",2017-12-13,"Re: [爆卦] 勞基法突襲",0,"M.1513141780.A.37C","勞基法修法","政治",0.1,0.1
"2958",2017-12-13,"[問卦] 勞基法有甚麼好吵",-2,"M.1513142542.A.022","勞基法修法","政治",0.1,0.1
"2959",2017-12-13,"Re: [問卦] 勞基法有甚麼好吵",4,"M.1513143706.A.E3C","勞基法修法","政治",0.5,0.5
"2960",2017-12-13,"Re: [新聞] 在野黨突襲表決 《勞基法》修正案審查不",-6,"M.1513143854.A.84B","勞基法修法","政治",0.1,0.1
"2961",2017-12-13,"Re: [問卦] 勞基法有甚麼好吵",2,"M.1513144725.A.CF9","勞基法修法","政治",0.5,0.5
"2962",2017-12-13,"[新聞] 突襲勞基法！徐永明再嗆柯建銘「你不要一",11,"M.1513145797.A.735","勞基法修法","政治",0.5,0.5
"2963",2017-12-13,"[問卦] 民視台灣學堂一直護航勞基法修惡",8,"M.1513150020.A.201","勞基法修法","政治",0.5,0.5
"2964",2017-12-13,"[新聞] 勞基法殺人? 工殤勞團籲：超時過勞要對業",14,"M.1513156682.A.35C","勞基法修法","政治",0.5,0.5
"2965",2017-12-13,"Re: [新聞] 華航工會幹部遭懲處 勞動部：華航違法",2,"M.1513160412.A.1BA","勞基法修法","政治",0.5,0.5
"2966",2017-12-13,"[新聞] 時力國民兩黨偷襲勞基法！寡不敵民進黨",6,"M.1513164031.A.33D","勞基法修法","政治",0.5,0.5
